Title,Authors,Pages,Access,URL,Abstract,PubDate,DOI,Citations,ParsedDate
Joint Detection and Parameters Regression of Detailed Windows based on Facade Textures via an Adaptive Soft Teacher,"Hu, Han; Li, Chenwei; Xu, Bo; Chen, Min; Zhu, Qing; Han, Zujie; Ning, Xinwen; Fu, Xuesong",pp. 763-775(13),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000012/art00013;jsessionid=1ipqro8bok43i.x-ic-live-02,"The detailed and precise reconstruction of building facades with semantic information conforming to the level-of-detail protocol has drawn increasing attention in recent years. However, despite windows being a major component of building facades, current research often oversimplifies them in the modeling process, primarily focusing on their location and size. This study proposes a joint approach to simultaneously address window detection and detailed parametric modeling. All required window information, including type, location, and interior structure parameters, is obtained via an end-to-end network. This information is then consolidated into predefined window syntax accessible via the SketchUp Ruby application programming interface (API), resulting in the construction of detailed three-dimensional window models. To resolve the issue of training the network with limited labeled data, an adaptive threshold method based on Soft Teacher is proposed, leveraging the pseudolabel technique and consistency regularization to enhance detection precision. Experiments performed on multiple datasets demonstrate that the proposed methods achieve improved window-detection precision with reduced cell estimation errors compared with existing Faster R-CNN???based methods. The mean average precision and average precision at the intersection of union = 0.5 (AP50) metrics increased from 47.9% and 61.9% to 69.0% and 83.1%, respectively. The mean absolute error metric for cell estimation improved from 0.103 to 0.076.",,,1,2025-12-01
A Variable-Iterative Fully Convolutional Neural Network for Sparse Unmixing,"Kong, Fanqiang; Lv, Zhijie; Wang, Kun; Fang, Xu; Zheng, Yuhan; Yu, Shengjie",pp. 699-706(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000011/art00014;jsessionid=vj4y1qllys3s.x-ic-live-02,"Neural networks have greatly promoted the development of hyperspectral unmixing (HU). Most data-driven deep networks extract features of hyperspectral images (HSIs) by stacking convolutional layers to achieve endmember extraction and abundance estimation. Some model-driven networks have strong interpretability but fail to mine the deep feature. We propose a variable-iterative fully convolutional neural network (VIFCNN) for sparse unmixing, combining the characteristics of these two networks. Under the model-driven iterative framework guided by sparse unmixing by variable splitting and augmented lagrangian (SUnSAL), a data-driven spatial-spectral feature learning module and a spatial information updating module are introduced to enhance the learning of data information. Experimental results on synthetic and real datasets show that VIFCNN significantly outperforms several traditional unmixing methods and two deep learning???based methods. On real datasets, our method improves signal-to-reconstruction error by 17.38%, reduces abundance root-mean-square error by 25.24%, and reduces abundance spectral angle distance by 31.40% compared with U-ADMM-ßUNet.",,,1,2024-11-01
Teacher-Student Prototype Enhancement Network for a Few-Shot Remote Sensing Scene Classification,"Zhu, Ye; Yang, Shanying; Yu, Yang",pp. 621-630(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00012;jsessionid=27o0mw2ek145f.x-ic-live-03,"Few-shot remote sensing scene classification identifies new classes from limited labeled samples where the great challenges are intraclass diversity, interclass similarity, and limited supervision. To alleviate these problems, a teacher-student prototype enhancement network is proposed for a few-shot remote sensing scene classification. Instead of introducing an attentional mechanism in mainstream studies, a prototype enhancement module is recommended to adaptively select high-confidence query samples, which can enhance the support prototype representations to emphasize intraclass and interclass relationships. The construction of a few-shot teacher model generates more discriminative predictive representations with inputs from many labeled samples, thus providing a strong supervisory signal to the student model and encouraging the network to achieve accurate classification with a limited number of labeled samples. Extensive experiments of four public datasets, including NWPU-remote sens ing image scene classification (NWPU-RESISC45), aerial image dataset (AID), UC Merced, and WHU-RS19, demonstrate that this method achieves superior competitive performance than the state-of-the-art methods on five-way, one-shot, and five-shot classifications.",,,1,2024-10-01
A Pixel Texture Index Algorithm and Its Application,"Sun, Xiaodan; Sun, Xiaofang",pp. 277-292(16),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000005/art00007;jsessionid=3dikh5526kvw9.x-ic-live-01,"Image segmentation is essential for object-oriented analysis, and classification is a critical parameter influencing analysis accuracy. However, image classification and segmentation based on spectral features are easily perturbed by the high-frequency information of a high spatial resolution remotely sensed (HSRRS) image, degrading its classification and segmentation quality. This article first presents a pixel texture index (PTI) by describing the texture and edge in a local area surrounding a pixel. Indeed.. The experimental results highlight that the HSRRS image classification and segmentation quality can be effectively improved by combining it with the PTI image. Indeed, the overall accuracy improved from 7% to 14%, and the kappa can be increased from 11% to 24%, respectively.",,,1,2024-05-01
Cost-Effective High-Definition Building Mapping: Box-Supervised Rooftop Delineation Using High- Resolution Remote Sensing Imagery,"He, Hongjie; Xu, Linlin; Chapman, Michael A.; Ma, Lingfei; Li, Jonathan",pp. 225-239(15),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000004/art00012;jsessionid=4er1wfoj21hut.x-ic-live-02,"Deep learning–based high-definition building mapping faces challenges due to the need for extensive high-quality training data, leading to significant annotation costs. To mitigate this challenge, we introduce Box2Boundary, a novel approach using box supervision, in conjunction with the segment anything model (SAM), to achieve cost-effective rooftop delineation. Leveraging the tiny InternImage architecture for enhanced feature extraction and using the dynamic scale training strategy to tackle scale variance, Box2Boundary demonstrates superior performance compared to alternative box-supervised methods. Extensive experiments on the Wuhan University Building Data Set validate our method's effectiveness, showcasing remarkable results with an average precision of 48.7%, outperforming DiscoBox, BoxInst, and Box2Mask by 22.0%, 11.3%, and 2.0%, respectively. In semantic segmentation, our method achieved an F1score of 89.54%, an overall accuracy (OA) of 97.73%, and an intersection over union (IoU) of 81.06%, outperforming all other bounding-box-supervised methods, image tag–supervised methods, and most scribble-supervised methods. It also demonstrated competitive performance compared to fully supervised methods and scribble-supervised methods. SAM integration further boosts performance, yielding an F1score of 90.55%, OA of 97.84%, and IoU of 82.73%. Our approach's efficacy extends to the Waterloo Building and xBD Data Sets, achieving an OA of 98.48%, IoU of 84.72%, and F1score of 91.73% for the former and an OA of 97.32%, IoU of 60.10%, and F1score of 75.08% for the latter. These results underscore the method's robustness and cost-effectiveness in rooftop delineation across diverse data sets.",,,1,2025-04-01
Integration of Near-Proximal and Proximal Lidar Sensing for Fine-Resolution Forest Inventory,"Zhao, Chunxi; Hanafy, Hazem; Eissa, Aser M.; Hany, Youssef; Shao, Jinyuan; Fei, Songlin; Habib, Ayman",pp. 189-211(23),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2026/00000092/00000003/art00009;jsessionid=qf5ojetiaami.x-ic-live-03,"Near-proximal and proximal light detection and ranging (lidar) systems are increasingly used for high-resolution forest inventory. Near-proximal lidar systems, such as those onboard uncrewed aerial vehicles (UAVs), offer high absolute positional accuracy due to continuous global navigation satellite system (GNSS) signal accessibility. Proximal lidar systems, such as backpack-based mobile mapping, excel at capturing detailed under-canopy information, including forest floor, tree trunks, and debris. However, each system has limitations when used alone. UAV lidar encounters challenges in under-canopy data collection due to occlusions and longer sensor-to-object distance, while proximal lidar faces GNSS signal outages and incomplete top canopy scanning in dense forest areas. This study proposes an approach to integrate near-proximal (UAV) and proximal (backpack) lidar data for fine-resolution forest inventory. Specifically, a framework is presented for integrating both data sources to improve the trajectory of the backpack system and establish an inventory pipeline for individual tree detection/localization, height, and diameter at breast height (DBH) estimation. The experimental results show great potential in generating high-quality, georeferenced point clouds across northern red oak plantation and coniferous forest scenarios. For northern red oak plantation inventory, the proposed pipeline achieved a 100% F1 score in tree detection and stem mapping using integrated lidar data, with root mean square errors (RMSE s) of 3 cm and 2 m for DBH and tree height estimation, respectively, when compared to field measurements. For the mixed coniferous forest inventory, due to the lack of field reference, the integrated UAV and backpack data set have been used to manually count the trees and establish their heights. The pipeline results are compared with those derived manually. The results show that UAV data have the lowest tree-detection accuracy, with an 81.06% F1 score, while proximal and integrated data excel in stem mapping, with a 91.92% F1 score. For the estimated height results, the near-proximal and integrated data have an RMSE value of almost 1.8 m, while the backpack has an RMSE value of 2.25 m. These results demonstrate the advantage of near-proximal/proximal data integration for best evaluation of tree detection, localization, and DBH/height estimation.",,,1,2026-03-01
Lyme Disease Risk Map and Prioritizing Areas for Vaccine Deployment,"Bingham-Byrne, Rebecca Michelle; Ozdenerol",pp. 443-454(12),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00015;jsessionid=1qoo44coqc4mt.x-ic-live-02,"Disease surveillance, including risk modeling, is beneficial for infectious diseases. Risk prediction maps can be used to prioritize areas to deliver vaccines reducing disease transmission. For zoonotic infectious diseases such as Lyme disease, potential vaccine deployment areas include cost-effective places key to vectors, wildlife hosts, and humans. This paper uses machine-learning techniques to develop models to predict Lyme disease risk, then uses the critical variables within the models, as well those considered principal from previous literature, to create a Lyme disease risk map and to prioritize areas for wildlife vaccine deployment. It was found that highest disease risk is in the eastern United States, especially the upper Midwest and Northeast regions, which coincides with previous literature. The study found national parks and counties within these areas to prioritize wildlife vaccine deployment. Future work includes ground-truthing of the risk map and dispersal of vaccine to priority areas.",,,1,2025-07-01
Spatiotemporal Continuous Shallow Water Bathymetry from a Kriged Kalman Filter,"Wang, Lei; Liu, Hongxing; Kang, Lei; Su, Haibin; Shu, Song; Wang, Jun",pp. 463-471(9),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00017;jsessionid=1qoo44coqc4mt.x-ic-live-02,"In GIScience, problems of missing data in space or time are nontrivial. We implemented a Kriged Kalman filter (KKF)‐based data interpolation and assimilation technique and tested it for mapping bathymetry at unsampled locations and times. This technique integrates the Kriging and Kalman filter computation frameworks to perform spatiotemporal data assimilation, which can produce spatially and temporally continuous bathymetric fields from samples that are scarce in space and time. The spatiotemporal bathymetric field over the estuary of the Yangtze River was mapped based on the four boat-based depth echo-sounding surveys conducted in 1982, 1997, 2002, and 2010. Our validation and verification analyses showed that the KKF assimilation model can predict bathymetry accurately and reliably at unsampled locations and times. This paper demonstrates that KKF is superior to traditional spatial interpolation methods because it informs the interpolator with the temporal component that also extends the prediction to the time domain. The experiments indicate that greater time intervals in conducting bathymetric surveys result in a more pronounced influence on the performance of KKF than the spatial sparsity of depth samples. The ability of space-time prediction of bathymetry allows underwater depth measurements to be accurately aligned with satellite images, which is essential for improving multispectral image inversion in bathymetry studies.",,,1,2025-07-01
"Enhancing Residential Building Identification in a Coastal Texas City: An Integrated Framework Leveraging Remote Sensing, GIS, and Transfer Learning Techniques","Ye, Xinyue; Bai, Weishan; Huang, Xiao",pp. 455-462(8),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000007/art00016;jsessionid=1qoo44coqc4mt.x-ic-live-02,"Rapid urbanization and population growth have intensified the need for accurate and efficient identification of residential buildings in urban planning and disaster management. This paper presents a novel approach for identifying residential buildings by leveraging multiple source data and a transfer learning model, with a case study conducted in Galveston Island, Texas. We propose an integrated framework that combines very-high-resolution (VHR) remote sensing imagery, lidar data, points of interest (POI) data, and GIS-based land use information to extract features of residential buildings. We fine-tune a pretrained deep learning model with our data sets to enhance the model’s adaptability and efficiency in detecting residential buildings in the study area. The results demonstrate that the proposed approach achieves high accuracy in identifying residential buildings, with overall accuracy of 85.6% in the case study. This study also offers valuable insights into the potential of combining multiple data sources and transfer learning techniques for improving residential building identification and other related tasks in urban remote sensing applications.",,,1,2025-07-01
Thermal Point Cloud Generation and Evaluation from Uncalibrated Unmanned Aerial Vehicle–Visible and Infrared Camera Images Using Position and Orientation System Prior,"Liu, Siqi; Wang, Qiang; Fan, Shenghong; Cui, Ximin; Zou, Yue; Liang, Yubin; Wang, Qian",pp. 693-702(10),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000011/art00010;jsessionid=5mho1n1q3hadi.x-ic-live-03,"This paper presents a methodology for thermal infrared (TIR) point cloud acquisition, leveraging information from the visible camera, TIR camera, and their respective unmanned aerial vehicle (UAV) position and their position and orientation systems (POSs) prior. First, the visible images and their corresponding UAV POS information are used to generate a red–green–blue (RGB) dense point cloud with geographic coordinates; subsequently, using the RGB dense point cloud as a reference, the acquisition of a calibration parameter between global navigation satellite system/inertial measurement unit and the TIR camera is conducted using the POS information corresponding to the selected TIR images; finally, a TIR point cloud of the entire survey area is generated based on the calibration parameters. The availability and suitability of the fused TIR point cloud generated and UAV POS data are also evaluated in terms of localization deviations and orientation deviations. The experimental results demonstrate that the acquisition of coarse quality TIR point cloud can be achieved by using a priori POS data provided by different small UAVs. The TIR point cloud generated by the UAV POS data guidance can be directly applied to medium and large-sized buildings. The POS guided projected images achieved an 86.67% registration success rate with the TIR images, indicating that the orientation deviations are within acceptable limits and establishing a solid foundation for subsequent fine fusion.",,,1,2025-11-01
Dynamic Monitoring of Ecological Quality in Eastern Ukraine Amidst the Russia‐Ukraine Conflict,"Zhang, Chaofei; Xu, Zhanghua; Yang, Yuanyao; Sun, Lei; Li, Haitao",pp. 427-435(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00011;jsessionid=8r5ofsaiftek3.x-ic-live-02,"To evaluate the spatiotemporal changes in the ecological environment of eastern Ukraine since the Russia-Ukraine conflict, this study used MODIS images from March to September 2020 and 2022 to calculate the Remote Sensing???Based Ecological Index. In 2022, compared with 2020, conflict zones exhibited reduced improvement and increased slight degradation, whereas nonconflict areas showed marginal enhancement. Through propensity score matching, the research confirmed the causal relationship between conflict and ecological trends. Pathway analysis revealed that the conflict contributed to 0.016 units increase in ecological quality while reducing the improvement rate by 0.042 units. This study provides empirical support for understanding the correlation between conflicts and specific environmental factors, offering technical references for ecological quality assessments in other conflict areas and future evaluations by the Ukrainian government.",,,0,2024-07-01
Exploring the Potential of the Hyperspectral Remote Sensing Data China OrbitaZhuhai-1in Land Cover Classification,"Li, Caixia; Xiong, Xiaoyan; Wang, Lin; Li, Yunfan; Wang, Jiaqi; Zhang, Xiaoli",pp. 611-619(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000010/art00010;jsessionid=27o0mw2ek145f.x-ic-live-03,"Responding to the shortcomings of China's civil remote sensing data in land cover classification, such as the difficulty of data acquisition and the low utilization rate, we used Landsat-8, China Orbita Zhuhai-1 hyperspectral remote sensing (OHS) data, and Landsat-8 + OHS data combined with band (red, green, and blue) and vegetation index features to classify land cover using maximum likelihood (ML), Mahalanobis distance (MD), and support vector machine (SVM). The results show that Landsat-8 + OHS data have the highest classification accuracy in SVM, with an overall accuracy of 83.52% and a kappa coefficient of 0.71, and this result is higher than that of Landsat-8 images and OHS images separately. In addition, the classification accuracy of OHS images was higher than that of Landsat-8 images. The results of the study provide a reference for the use of civil satellite remote sensing data in China.",,,0,2024-10-01
A Robust Star Identification Algorithm for Resident Space Object Surveillance,"Wu, Liang; Hao, Pengyu; Zhang, Kaixuan; Zhang, Qian; Han, Ru; Cao, Dekun",pp. 565-574(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000009/art00011;jsessionid=1mbv2n6m4be2x.x-ic-live-03,"Star identification algorithms can be applied to resident space object (RSO) surveillance, which includes a large number of stars and false stars. This paper proposes an efficient, robust star identification algorithm for RSO surveillance based on a neural network. First, a feature called equal-frequency binning radial feature (EFB-RF) is proposed for guide stars, and a superficial neural network is constructed for feature classification. Then the training set is generated based on EFB-RF. Finally, the remaining stars are identified using a residual star matching method. The simulation experiment and results show that the identification rate of our algorithm can reach 99.82% under 1 pixel position noise, and it can reach 99.54% under 5% false stars. When the percentage of missing stars is 15%, it can reach 99.40%. The algorithm is verified by RSO surveillance.",,,0,2024-09-01
Enhancing Forest‐Steppe Ecotone Mapping Accuracy through Synthetic ApertureRadar‐Optical Remote Sensing Data Fusion and Object-based Analysis,"Wang, Ruilin; Wang, Meng; Sun, Xiaofang; Wang, Junbang; Li, Guicai",pp. 415-426(12),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000007/art00010;jsessionid=8r5ofsaiftek3.x-ic-live-02,"In ecologically vulnerable regions with intricate land use dynamics, such as ecotones, frequent and intense land use transitions unfold. Therefore, the precise and timely mapping of land use becomes imperative. With that goal, by using principal component analysis, we integrated Sentinel-1 and Sentinel-2 data, using an object-oriented methodology to craft a 10-meter-resolution land use map for the forest‐grassland ecological zone of the Greater Khingan Mountains spanning the years 2019 to 2021. Our research reveals a substantial enhancement in classification accuracy achieved through the integration of synthetic aperture radar‐optical remote sensing data. Notably, our products outperformed other land use/land cover data sets, excelling particularly in delineating intricate riverine wetlands. The 10-meter land use product stands as a pivotal guide, offering indispensable support for sustainable development, ecological assessment, and conservation endeavors in the Greater Khingan Mountains region.",,,0,2024-07-01
Improving Crop Classification by Integrating Phenology Using Random Forests: Assessing the Role of Feature Selection,"Jiangwei, Hu; Jingye, Shi; Jiqiang, Liu; Guolong, Guo; Jiadong, Jin",pp. 307-318(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000005/art00012;jsessionid=7rar2urc6slh.x-ic-live-01,"The increase of satellite images with high spatial resolution, short revisit period, and wide spatial coverage has brought an enormous amount of data; however, limited efforts have been made in feature selection for crop classification. Furthermore, different crop types have unique spectral, spatial, and phenological characteristics that have not been well understood and fully used for the expected results. This study established a crop-classification framework using the random forest model by integrating four types of features (i. e., spectral reflectance features, vegetation index features, spatial texture features, and crop phenological features) over 15 scenarios generated from Sentinel-2 images. The random forest model performed best (overall accuracy = 92.86%; Kappa coefficient = 0.8995) by integrating the four types of features. We systematically assessed the contribution of feature combinations on individual crop classification. Specifically, different feature combinations can effectively improve the recognition accuracy of different crop types. Our findings can provide great potential in choosing optimal features for crop classifications and benefit the application of machine learning in remote sensing–based crop mapping.",,,0,2025-05-01
PROSAIL Modeling Coupled with Environmental Stress: Remote Sensing Retrieval of Multiple Dry Matters in the Canopy of Moso Bamboo Forests under the Stress ofPantana phyllostachysaeChao,"Xu, Zhanghua; Sun, Lei; Zhang, Yiwei; Zhang, Huafeng; Zhang, Hongbin; Guan, Fengying; Li, Haitao; Yang, Yuanyao; Zhang, Chaofei",pp. 285-297(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000005/art00009;jsessionid=7rar2urc6slh.x-ic-live-01,"To address gaps in understanding how external stresses influence remote-sensing inversion of vegetation biochemical components, a P-PROSAIL model incorporating stress factors was developed, with Shunchang County and Yanping District in Fujian Province as the study areas. The model's effectiveness was assessed, yielding R² values of 0.7133, 0.7066, 0.6441, 0.6392, 0.6057, 0.7038, 0.5323, and 0.5149 for leaf area index (LAI), canopy dry matter content (CDMC), canopy cellulose content (CCC), canopy lignin content (CLC), canopy protein content (CPC), canopy nitrogen content (CNC), canopy tannin content (CTC), and canopy flavonoid content (CFC), respectively. While CDMC and most other components showed stable inversions, CTC and CFC exhibited uncertainties due to pest stress. This study clarified the internal and external change characteristics and mechanisms of Moso bamboo forests underPantana phyllostachysaestress, providing empirical support for the ecological health of bamboo forests.",,,0,2025-05-01
Wave Period and Direction Inversion from Marine X-band Radar Images using Spatiotemporal Feature Joint Learning,"Wang, Li; Mei, Hui; Yang, Na; She, Caiyun; Qu, Jian",pp. 299-306(8),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000005/art00010;jsessionid=7rar2urc6slh.x-ic-live-01,"This paper presents a novel artificial intelligence framework based on a spatiotemporal feature joint learning network aimed at con - structing a trainable end-to-end intelligent model for ocean wave period and direction inversion, effectively addressing issues inherent in traditional spectral analysis methods. The spatiotemporal feature joint learning network model proficiently integrates spatial and temporal information of waves and directly maps the obtained results to wave period and direction. The efficacy of the proposed model is validated through application to both simulation data and actual field test data. Comparative analysis with wave period and direction derived from traditional spectral analysis methods reveals a reduction in root mean square error by 0.08 s and 5.5°, respectively, alongside an increase in correlation coefficient by 8% and 9%, respectively, demonstrating that the intelligent method enhances the accuracy of ocean wave parameter inversion without requiring prior knowledge.",,,0,2025-05-01
Real-time Vanishing Point Tracking in Manhattan World Using Improved BaySAC,"Ye, Chenming; Kang, Zhizhong; Cai, Jinhao; Zhu, Longze",pp. 175-186(12),,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000003/art00013;jsessionid=jm2wajzzvth3.x-ic-live-02,"Vanishing points provide geometric information about a scene and assist in camera calibration, scene understanding, and 3D reconstruction. The random sample consensus (RANSAC) algorithm faces challenges of low efficiency and insufficient robustness. With prior information, the Bayesian sample consensus (BaySAC) algorithm can efficiently derive the correct parameters and compensate for the deficiencies of the RANSAC algorithm. This study proposes an improved BaySAC vanish - ing point detection algorithm, which uses a linear grouping strategy to enhance the distribution of inliers across groups and accelerate convergence. In the continuous frame vanishing point tracking problem, the detection result of the previous frame is employed as a priori infor - mation for the subsequent frames, facilitating efficient convergence for vanishing point detection and tracking in videos. Experimental results on both benchmark datasets and real-world image sets demonstrate that the proposed method achieves remarkable accuracy and efficiency, enabling real-time performance for vanishing point detection and track- ing. The code is available at https://github. com/CHEMYE/BaySAC.",,,0,2025-03-01
"Ready, Set, Modernize – ASPRS Takes on Preparing the Geospatial Industry for the Modernized National Spatial Reference System (NSRS)","Parrish, Christopher; Abdullah, Qassim; Foster, Linda; White, Stephen; Borberg, Jenna",pp. 645-651(7),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2024/00000090/00000011/art00003;jsessionid=e65g47dvtlrt.x-ic-live-01,"The National Geodetic Survey (NGS) is modernizing the National Spatial Reference System (NSRS) in the United States. The modernization involves significant updates to the official reference frames and vertical datum used across the country, affecting the entire geospatial industry. Key benefits of the Modernized NSRS will include improved accuracies and enhanced interoperability and sustainability of geospatial data and systems. The ASPRS NSRS Modernization Working Group produced this paper to help prepare the geospatial industry for the upcoming changes. It serves as a guide for industry professionals to understand the implications of the Modernized NSRS and recommendations to begin preparing for it. It emphasizes the importance of proactive measures to ensure a smooth transition to the new reference frames and vertical datum.",,,0,2024-11-01
Artificial Neural Network Multi-layer Perceptron Models to Classify California's Crops using Harmonized Landsat Sentinel (HLS) Data,"McCormick, Richard; Thenkabail, Prasad S.; Aneece, Itiya; Teluguntla, Pardhasaradhi; Oliphant, Adam J.; Foley, Daniel",pp. 91-100(10),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000002/art00010;jsessionid=oun1mw0p67lv.x-ic-live-03,"Advances in remote sensing and machine learning are enhancing cropland classification, vital for global food and water security. We used multispectral Harmonized Landsat 8 Sentinel-2 (HLS) 30-m data in an artificial neural network (ANN) multi-layer perceptron (MLP) model to classify five crop classes (cotton, alfalfa, tree crops, grapes, and others) in California's Central Valley. The ANN MLP model, trained on 2021 data from the United States Department of Agriculture's Cropland Data Layer, was validated by classifying crops for an independent year, 2022. Across the five crop classes, the overall accuracy was 74%. Producer's and user's accuracies ranged from 65% to 87%, with cotton achieving the highest accuracies. The study highlights the potential of using deep learning with HLS time series data for accurate global crop classification.",,,0,2025-02-01
The Aboveground Carbon Stock of Moso Bamboo Forests Is Significantly Reduced byPantana phyllostachysaeChao Stress: Evidence from Multi-source Remote Sensing Imagery,"Yang, Yuanyao; Xu, Zhanghua; Chen, Lingyan; Shen, Wanling; Li, Haitao; Zhang, Chaofei; Sun, Lei; Guo, Xiaoyu; Guan, Fengying",pp. 213-224(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000004/art00011;jsessionid=4er1wfoj21hut.x-ic-live-02,"This study estimated aboveground carbon stock (AGC) using field data and integrated multi-source remote sensing imagery to understand the effects of Pantana phyllostachysae Chao (P. phyllostachysae) stress. AGC remote sensing inversion was performed while accounting for P. phyllostachysae stress, and changes were analyzed. Results indicate: (1) Carbon content coefficients of Moso bamboo leaves, branches, and culms under pest stress ranged from 0.422 to 0.543 g/g, decreasing with increased stress. (2) A random forest model using multi-source data demonstrated the best performance (R2 = 0.688), estimating average AGC at 28.427 t/ha and total carbon sequestration at 913.902 MtC (Million tons of Carbon). (3) Increased pest stress resulted in gradual reductions in AGC. (4) Pest stress is estimated to result in a carbon sequestration loss of 77.443 MtC. The AGC estimation model indicates thatP. phyllostachysaesignificantly reduces AGC, providing crucial data for understanding carbon cycling and enhancing carbon sink management in Moso bamboo forests.",,,0,2025-04-01
Lightweight and Accurate Video Synthetic Aperture Radar Target Detection Network,"Ma, Huilian; Li, Yinwei; Li, Weisong; Zhu, Yiming",pp. 573-581(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000009/art00011;jsessionid=7089s3elc130c.x-ic-live-03,"Video synthetic aperture radar (SAR) target detection has seen rapid development in recent years, but current methods generally suffer from high computational complexity as well as frequent false alarms and missed alarms. Additionally, in video SAR scenarios, small targets become more difficult to identify due to low resolution and complex backgrounds. Recently, leveraging shadows for video SAR moving target detection has proven advantageous as it provides accurate location information and additional boundary details. To address the challenges of target detection in video SAR caused by low resolution and complex backgrounds, as well as the high computational cost of current methods, this paper proposes a lightweight algorithm for video SAR shadow detection based on the YOLOv5 architecture, named Lavs-DeNet. First, a lightweight feature extraction backbone network combining both global and local information called CGLLNet is proposed. This backbone improves the detection performance by mitigating false alarms and missed alarms caused by defocus in video SAR images. Next, a slanted ladder bidirectional feature pyramid network (SL‐BiFPN) is designed. By using tilted upsampling with multiple stacked layers, this network efficiently extracts multi-scale features, further reducing missed alarms. Finally, a lightweight information interaction module (LII‐C3) has been developed, significantly reducing computational complexity. To validate the effectiveness of the proposed method, experiments were conducted using the data set released by Sandia National Laboratories. The experimental results show that the proposed Lavs-DeNet can achieve 97.88% detection accuracy, requiring only 21.02G floating points and 0.88M parameters, which is superior to the current classical video SAR target detection networks.",,,0,2025-09-01
LFSA‐YOLOv7: A Novel Method for Ship Detection in Remote Sensing Images with Complex Backgrounds,"Gu, Heng; Li, Wei; Zhang, Linlin; Meng, Qingyan; Wei, Lianhuan; Wu, Hantian; Ma, Jian",pp. 563-571(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2025/00000091/00000009/art00009;jsessionid=7089s3elc130c.x-ic-live-03,"Ship target detection is a critical component for marine environmental monitoring and the protection of maritime rights and interests. However, existing methods for ship detection in remote sensing imagery often face challenges such as false positives and missed detections, particularly in the presence of complex backgrounds and multi-scale targets. To address these issues, we propose a novel method called LFSA‐YOLOv7, (LDConv {Linear Deformable Convolution}; SPPFCSPC‐G {Spatial Pyramid Pooling Fast Cross Stage Partial Channel ‐ Group}, SimAM{Simple Attention Module}, and Alpha‐CoIoU {Alpha‐Coordinate Point Orienta tion ‐ Intersection over Union}) which is designed to enhance the accuracy and robustness of ship detection in complex backgrounds: (a) a novel network architecture (LDConv + SPPFCSPC‐G + SimAM) to enhance the model’s ship detection capabilities, and (b) a novel Alpha‐CoIoU loss function to improve the model’s ship localization accuracy. To evaluate the performance of our algorithm in complex backgrounds, we have developed a novel ship classification detection (SCD) data set and conducted comprehensive experiments. Furthermore, we have validated the generalization of our algorithm across various remote sensing ship data sets. The experimental results demonstrate that our algorithm outperforms previous techniques, exhibiting strong generalization and robustness, making it effectively suitable for ship detection in complex backgrounds. The SCD data set and code will be available at https://github.com/wionn/LFSA-YOLOv7.git.",,,0,2025-09-01
