Title,Authors,Pages,Access,URL,Abstract,Citations
An Integrated Approach for Wildfire Photography Telemetry using WRF Numerical Forecast Products,"Tan, Ling; Ma, Xuelan",pp. 691-701(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00009;jsessionid=6if6ra2cbp0iq.x-ic-live-03,"Forest fire detection using machine vision has recently emerged as a hot research topic. However, the complexity of background information in smoke images often results in deep learning models losing crucial details while capturing smoke image features. To address this, we present a detection algorithm called Multichannel Smoke YOLOv5s (MCSYOLOv5s). This algorithm comprises a smoke flame detection module, multichannel YOLOv5s (MC‐YOLOv5s), and a smoke cloud classification module, Smoke Classification Network (SCN). MC‐YOLOv5s uses a generative confrontation structure to design a dual‐channel feature extraction network and adopts a new feature cross-fusion mechanism to enhance the smoke feature extraction ability of classic YOLOv5s. The SCN module combines Weather Research and Forecasting numerical forecast results to classify smoke and clouds to reduce false positives caused by clouds. Experimental results demonstrate that our proposed forest fire monitoring method, MCS‐YOLOv5s, achieves higher detection accuracy of 95.17%, surpassing all comparative algorithms. Moreover, it effectively reduces false alarms caused by clouds.",
A Powerful Correspondence Selection Method for Point Cloud Registration Based on Machine Learning,"Tao, Wuyong; Xu, Dong; Chen, Xijiang; Tan, Ge",pp. 703-712(10),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00010;jsessionid=6if6ra2cbp0iq.x-ic-live-03,"Correspondence selection is an indispensable process in point cloud registration. The success of point cloud registration largely depends on a good correspondence selection method. For this purpose, a novel correspondence selection method is proposed in this paper. First, two geometric constraints, one of which is proposed in this paper, are used to compute the compatibility score between two correspondences. Then, the feature vectors of the correspondences are constructed according to the compatibility scores between the correspondence and others. A support vector machine classifier is trained to classify the correct and incorrect correspondences by using the feature vectors. The experimental results demonstrate that our method can choose the right correspondences well and get high precision and F-score performance. Also, our method has the best robustness to noise, pointdensity variation, and partial overlap compared to the other methods.",
Self-Calibration of the Stereo Vision System on the Chang’E-5 Probe Based on Images and Robot Arm Footprints,"Zhang, Shuo; Zheng, Yanhong; Chen, Liping; Ma, Youqing; Hu, Bo; Gu, Zheng; Deng, Xiangjin; Liu, Shaochuang",pp. 713-719(7),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000011/art00011;jsessionid=6if6ra2cbp0iq.x-ic-live-03,"Self-calibration method for the stereo vision system of the Chang’E-5 probe is proposed. The footprints left by the robot arm after touching the ground are regarded as the lunar control points. A stereo constraint is proposed, and a combined adjustment model is established. The accuracy of the proposed method is verified by Earth-based and lunar experiments. In the Earth-based experiment, the proposed method obtained a 3.18 mm average positioning error in 50 sets of tests, the average residual error of nine footprints was 0.45 pixels, and the unit weight mean square error of Moncam B was 0.181 pixels. In the lunar experiment, the proposed method obtained a 3.22 mm average positioning error in 50 sets of tests, and the unit weight mean-square error of Moncam B was 0.172 pixels. The experimental results show that the proposed method provides high accuracy and stability.",
"The ASPRS Positional Accuracy Standards, Edition 2: The Geospatial Mapping Industry Guide to Best Practices","Abdullah, Qassim",pp. 581-588(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00002;jsessionid=3tveif6pm5nvv.x-ic-live-03,No Abstract,
ASPRS Positional Accuracy Standards for Digital Geospatial Data,,pp. 589-592(4),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00003;jsessionid=3tveif6pm5nvv.x-ic-live-03,No Abstract,57
Mapping Lotus Wetland Distribution with the Phenology Normalized Lotus Index Using SAR Time-Series Imagery and the Phenology-Based Method,"Wang, Sheng; Wu, Taixia; Shen, Qiang",pp. 601-611(11),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00006;jsessionid=3tveif6pm5nvv.x-ic-live-03,"Lotus wetland is a type of wetland that can efficiently purify water. Therefore, rapid and accurate remote sensing monitoring of the distribution of lotus wetland has great significance to their conservation and the promotion of a sustainable and healthy development of ecosystems. The phenology-based method has proven effective in mapping some different types of wetlands. However, because of the serious absence of remote sensing data caused by cloud coverage and the differences in the phenological rhythms of lotus wetlands in different areas, achieving high-precision mapping of different regions using a unified approach is a challenge. To address the issue, this article proposes a Phenology Normalized Lotus Index (PNLI) model that combines SAR time-series imagery and the phenology-based method. The results of this study demonstrate that the PNLI model shows good applicability in different areas and has high mapping accuracy. The model can map the lotus wetland distribu tion in large areas quickly and simultaneously with high precision.",
The FABDEM Outperforms the Global DEMs in Representing Bare Terrain Heights,"Osama, Nahed; Shao, Zhenfeng; Freeshah, Mohamed",pp. 613-624(12),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00007;jsessionid=3tveif6pm5nvv.x-ic-live-03,"Many remote sensing and geoscience applications require a high-precision terrain model. In 2022, the Forest And Buildings removed Copernicus digital elevation model (FABDEM) was released, in which trees and buildings were removed at a 30 m resolution. Therefore, it was necessary to make a comprehensive evaluation of this model. This research aims to perform a qualitative and quantitative analysis of fabdem in comparison with the commonly used global dems. We investigated the effect of the terrain slope, aspect, roughness, and land cover types in causing errors in the topographic representation of all dems. The fabdem had the highest overall vertical accuracy of 5.56 m. It was the best dem in representing the terrain roughness. The fabdem and Copernicus dem were equally influenced by the slopes more than the other models and had the worst accuracy of slope representation. In the tree, built, and flooded vegetation areas of the fabdem, the mean errors in elevation have been reduced by approximately 3.34 m, 1.26 m and 1.55 m, respectively. Based on Welch's t-test, there was no significant difference between fabdem and Copernicus dem elevations. However, the slight improvements in the fabdem make it the best filtered dem to represent the terrain heights over different land cover types.",3
Evaluating Surface Mesh Reconstruction Using Real Data,"Marchand, Yanis; Caraffa, Laurent; Sulzer, Raphael; Clédat, Emmanuel; Vallet, Bruno",pp. 625-638(14),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00008;jsessionid=3tveif6pm5nvv.x-ic-live-03,"Surface reconstruction has been studied thoroughly, but very little work has been done to address its evaluation. In this article, we propose new visibility-based metrics to assess the completeness and accuracy of three-dimensional meshes based on a point cloud of higher accuracy than the one from which the reconstruction has been computed. We use the position from which each high-quality point has been acquired to compute the corresponding ray of free space. Based on the intersections between each ray and the reconstructed surface, our metrics allow evaluating both the global coherency of the reconstruction and the accuracy at close range. We validate this evaluation protocol by surveying several open-source algorithms as well as a piece of licensed software on three data sets. The results confirm the relevance of assessi ng local and global accuracy separately since algorithms sometimes fail at guaranteeing both simultaneously. In addition, algorithms making use of sensor positions perform better than the ones relying only on points and normals, indicating a potentially significant added value of this piece of information. Our implementation is available at https://github.com/umrlastig/SurfaceReconEval.",
Different Urbanization Levels Lead to Divergent Responses of Spring Phenology,"Dang, Chaoya; Shao, Zhenfeng; Huang, Xiao; Cheng, Gui; Qian, Jiaxin",pp. 639-651(13),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000010/art00009;jsessionid=3tveif6pm5nvv.x-ic-live-03,"Urban vegetation phenology is important for understanding the relationship between human activities on urban ecosystems and carbon cycle. The relationship between urban and rural vegetation phenology and environmental and meteorological factors were studied across urban-rural gradients. However, the relationship of intra-urban urbanization intensity (UI) gradients on vegetation at the start of season (SOS) is unclear. Here, we used remote sensing data to quantitatively assess the relationship of vegetation SOS to UI gradients at mid-high latitudes in the northern hemisphere. The results showed that urban area vegetation SOS widely presented earlier than for rural area vegetation. Across the cities we investigated the extent UI gradient was prevalent as a threshold (33.2% ± 2.3%) of surface temperature to SOS advance enhancement and offset. At low urbanization enhanced surface temperature on sos advances, while at high urbanization offset surface temperature on SOS advances. Overall, UI demonstrated a nonlinear relationship with sos. The results of this study suggest that there may be thresholds of impact on vegetation SOS in future global climate and environment change processes, where opposite effects can occur below and above thresholds.",1
Mapping Matters - Your Questions Answered,"Abdullah, Qassim A.",pp. 521-522(2),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00002;jsessionid=psfi5vtcq2gl.x-ic-live-01,The Layman's Perspective on Technical Theory and Practical Applications of Mapping and Gis,1
Introduction for Innovative Methods for Geospatial Data Using Remote Sensing and GIS,"Bakırman, Tolga; Arampatzis, George",pp. 531-531(1),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00004;jsessionid=psfi5vtcq2gl.x-ic-live-01,No Abstract,
Effect of Latitude As a Significant Element on the Results of Direct UTM Coordinates Transformation Method,"Jassim, Mohammed Anwer; Mohammed, Darin Mohammed Tofiq",pp. 533-536(4),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00005;jsessionid=psfi5vtcq2gl.x-ic-live-01,"The transformation of global navigation satellite systems coordi- nates between any two datums represents a vital procedure. Although the geocentric coordinates (X, Y, Z) of two datums can be trans- formed using the 7-parameters method, the conversion of Universal Transverse Mercator (UTM) projected coordinates (E, N) between two systems cannot be applied with the same procedure. However, see Jassim (2022), which discusses a method that allows the transformation between any two datums using the utm projected coordinates directly regarding the variation of the datum's semi-major axis and the eccentricity. The results of the evaluation of this method show that there is a significant shift in the transformed coordinates due to the imperfection of the used algorithm. While this research suggests a modification in the previous algorithm by adding the latitude's variation as a third significant factor besides the other two variations (∂a, ∂e2, and Δ), the suggested modification gives a high decline in the uncertainty of the position values. Furthermore, it takes a homogenous fixed limit for different places over Iraqi territory.",
CFAR Edge Detection Using Hysteresis Thresholding for Polarimetric SAR Imagery,"Niu, Chaoyang; Lu, Wanjie; Liu, Wei; Hu, Tao; Wang, Shiju; Wu, Yajie",pp. 537-545(9),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00006;jsessionid=psfi5vtcq2gl.x-ic-live-01,"Edge detection is highly susceptible to streaking caused by speckles in polarimetric synthetic aperture radar (PolSAR) imagery. In this article, we address hysteresis thresholding for suppress streaking in PolSAR's edge detection. As an example, an approach is suggested by combining the constant false alarm ratio (CFAR) detector and the hysteresis thresholding. After thinning edges obtained by the CFAR detector, the hysteresis thresholding is employed to reduce edge streaking, which is caused by abundant speckles. A ratio of the high to the low threshold Pfain the hysteresis thresholding is pointed out for linking edges. Experiments are carried out on both simulated and real PolSAR data sets, and the results reveal that hysteresis thresh- olding obviously promotes the performance of the CFAR detector.",
Leveraging NAIP Imagery for Accurate Large-Area Land Use/land Cover Mapping: A Case Study in Central Texas,"Subedi, Mukti Ram; Portillo-Quintero, Carlos; Kahl, Samantha S.; McIntyre, Nancy E.; Cox, Robert D.; Perry, Gad",pp. 547-560(14),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00007;jsessionid=psfi5vtcq2gl.x-ic-live-01,"Large-area land use land cover (LULC) mapping using high-resolution imagery remains challenging due to radiometric differences between scenes, the low spectral depth of the imagery, landscape heterogeneity, and computational limitations. Using a random forest (RF)- supervised machine-learning algorithm, we present a geographic object-based image analysis approach to classifying a large mosaic of 220 National Agriculture Imagery Program orthoimagery into lulc categories. The approach was applied in central Texas, USA, covering over 6000 km2. We generated 36 variables for each object and accounted for spatial structures of sample data to determine the distance at which samples were spatially independent. The final rf model produced 94.8% accuracy on independent stratified random samples. In addition, vegetation and water indices, the mean and standard deviation of principal components, and texture features improved classification accuracy. This study demonstrates a cost-effective way of producing an accurate multi-class land use/land cover map using high-spatial/low-spectral resolution orthoimagery.",5
DORSL-FIN: A Self-supervised Neural Network for Recovering Missing Bathymetry from ICESat-2,"Corcoran, Forrest; Parrish, Christopher E.",pp. 561-575(15),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000009/art00008;jsessionid=psfi5vtcq2gl.x-ic-live-01,"Bathymetric data, comprising elevations of submerged surfaces (e. g., seafloor or lake bed), constitute a critical need for a wide range of science and application focus areas, such as safety of marine navi- gation, benthic habitat mapping, flood inundation modeling, and coastal engineering. Over the past decade, the availability of near- shore bathymetric data has increased dramatically due to advances in satellite-derived bathymetry (SDB). One notable advance occurred with the 2018 launch of NASA's Ice, Cloud, and land Elevation Satellite 2 (ICESat-2), carrying the Advanced Topographic Laser Altimeter System (ATLAS). However, much like other Earth observing satellites, ATLAS is often hampered by obstructions, such as clouds, which block the sensor's view of the Earth's surface. In this study, we introduce the Deep Occlusion Recovery of Satellite Lidar From ICESat-2 Network (DORSL-FIN) to recover partially occluded bathymetric profiles. We show that DORSL-FIN is able to accurately recover occluded bathymetry and outperforms other methods of interpolation.",
Edge Detection Method for High-Resolution Remote Sensing Imagery by Combining Superpixels with Dual-Threshold Edge Tracking,"Liu, Yanxiong; Dong, Zhipeng; Feng, Yikai; Chen, Yilan; Yang, Long",pp. 469-476(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00006;jsessionid=38rbg1qoib6aa.x-ic-live-02,"Edge detection in high-spatial-resolution remote sensing images (HSRIs ) is a key technology for automatic extraction, analysis, and understanding of image information. With respect to the problem of fake edges in image edge detection caused by image noise and the phenomenon of the same class objects reflecting different spectra, this article proposes a novel edge detection method for HSRIs by combin- ing superpixels with dual-threshold edge tracking. First, the image is smoothed using the simple linear iterative clustering algorithm to eliminate the influence of image noise and the phenomenon of the same class objects reflecting different spectra on image edge detec - tion. Second, initial edge detection results of the image are obtained using the dual-threshold edge tracking algorithm. Finally, the initial image edge detection results are post-processed by removing the burrs and extracting skeleton lines to obtain accurate edge detection results. The experimental results confirm that the proposed method outperforms the others and can obtain smooth, continuous, and single-pixel response edge detection results for HSRIs .",1
Expansion of Urban Impervious Surfaces in Lahore (1993–2022) Based on Gee and Remote Sensing Data,"Shao, Zhenfeng; Ahmad, Muhammad Nasar; Javed, Akib; Islam, Fakhrul; Jahangir, Zahid; Ahmad, Israr",pp. 479-486(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00007;jsessionid=38rbg1qoib6aa.x-ic-live-02,"Impervious surfaces are an essential component of our environment and are mainly triggered by human developments. Rapid urbanization and population expansion have increased Lahore's urban impervious surface area. This research is based on estimating the urban imper- vious surface area ( uisa ) growth from 1993 to 2022. Therefore, we aimed to generate an accurate urban impervious surfaces area map based on Landsat time series data on Google Earth Engine ( gee ). We have used a novel global impervious surface area index ( gisai ) for impervious surface area ( uisa ) extraction. The gisai accomplished significant results, with an average overall accuracy of 90.93% and an average kappa coefficient of 0.78. We also compared the results of gisai with Global Human Settlement Layer-Built and harmonized nighttime light ( ntl ) isa data products. The accuracy assessment and cross-validation of uisa results were performed using ground truth data on ArcGIS and gee. Our research findings revealed that the spatial extent of uisa increased by 198.69 km2from 1993 to 2022 in Lahore. Additionally, the uisa has increased at an average growth rate of 39.74 km2. The gisai index was highly accurate at extract- ing uisa and can be used for other cities to map impervious surface area growth. This research can help urban planners and policymak- ers to delineate urban development boundaries. Also, there should be controlled urban expansion policies for sustainable metropolis and should use less impermeable materials for future city developments.",9
Small Object Detection in Remote Sensing Images Based on Window Self-Attention Mechanism,"Xu, Jiaxin; Zhang, Qiao; Liu, Yu; Zheng, Mengting",pp. 489-497(9),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00008;jsessionid=38rbg1qoib6aa.x-ic-live-02,"For remorte sensing image object detection tasks in the small object feature, extraction ability is insufficient and difficult to locate, and other problems. This paper proposes an improved algorithm for small object detection in remote sensing images based on a window self-attention mechanism. On the basis of You Only Look Once (YOLO)v5s, a shallow feature extraction layer with four times downsampling is added to the feature fusion pyramid and the window self-attention mechanism is added to the Path Aggregation Network. Experiments show that the improved model obtained the Mean Average Precision (mAP) of 78.3% and 91.8% on the DIOR and Remote Sensing Object Detection public data sets with frames per second of 65 and 51, respectively. Compared with the basal YOLOv5s network, the mAP has improved by 5.8% and 3.3%, respectively. Compared with other object detection methods, the detection accuracy and real-time performance have been improved.",1
Application of Improved YOLO V5s Model for Regional Poverty Assessment Using Remote Sensing Image Target Detection,"Chenguang, Zhang; Guifa, Teng",pp. 499-513(15),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000008/art00009;jsessionid=38rbg1qoib6aa.x-ic-live-02,"This study aims at applying the improved You Only Look Once V5s model for the assessment of regional poverty using remote sensing image target detection. The model was improved from structure, algorithm, and components. Objects in the remote sensing images were used to identify poverty, and the poverty alleviation situation could be predicted according to the existing detection results. The results showed that the values of Precision, Recall, mean Average Precision (mAP)@0.5, and[email protected]:0.95 of the model increased 7.3%, 0.7%, 1%, and 7.2%, respectively on the Common Objects in Context data set in the detection stage; the four values increased 3.1%, 2.2%, 1.3%, and 5.7%, respectively on the custom remote sensing image data set in the verification stage. The loss values decreased 2.6% and 37.4%, respectively, on the two data sets. Hence, the application of the improved model led to the more accurate detection of the targets. Compared with the other papers, the improved model in this paper proved to be better. Artificial poverty alleviation can be replaced by remote sensing image processing because it is inexpensive, efficient, accurate, objective, does not require data, and has the same evaluation effect. The proposed model can be considered as a promising approach in the assessment of regional poverty.",
A Lightweight Conditional Convolutional Neural Network for Hyperspectral Image Classification,"Wu, Linfeng; Wang, Huajun; Wang, Huiqing",pp. 413-423(11),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00006;jsessionid=4w3rleetoihvp.x-ic-live-03,"Deep learning (dl), especially convolutional neural networks (cnns), has been proven to be an excellent feature extractor and widely applied to hyperspectral image (hsi) classification. However, dl is a computationally demanding algorithm with many parameters and a high computational burden, which seriously restricts the deployment ofdl-basedhsiclassification algorithms on mobile and embedded systems. In this paper, we propose an extremely lightweight conditional three-dimensional (3D) hsi with a double-branch structure to solve these problems. Specifically, we introduce a lightweight conditional 3D convolution to replace the conventional 3D convolution to reduce the computational and memory cost of the network and achieve flexiblehsifeature extraction. Then, based on lightweight conditional 3D convolution, we build two parallel paths to independently exploit and optimize the diverse spatial and spectral features. Furthermore, to precisely locate the key information, which is conducive to classification, a lightweight attention mechanism is carefully designed to refine extracted spatial and spectral features, and improve the classification accuracy with less computation and memory costs. Experiments on three publichsidata sets show that the proposed model can effectively reduce the cost of computation and memory, achieve high execution speed, and better classification performance compared with several recent dl-based models.",
Multi-Level Perceptual Network for Urban Building Extraction from High-Resolution Remote Sensing Images,"Sun, Yueming; Chen, Jinlong; Huang, Xiao; Zhang, Hongsheng",pp. 427-434(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00007;jsessionid=4w3rleetoihvp.x-ic-live-03,"Building extraction from high-resolution remote sensing images benefits various practical applications. However, automation of this process is challenging due to the variety of building surface coverings, complex spatial layouts, different types of structures, and tree occlusion. In this study, we propose a multilayer perception network for building extraction from high-resolution remote sensing images. By constructing parallel networks at different levels, the proposed network retains spatial information of varying feature resolutions and uses the parsing module to perceive the prominent features of buildings, thus enhancing the model's parsing ability to target scale changes and complex urban scenes. Further, a structure-guided loss function is constructed to optimize building extraction edges. Experiments on multi-source remote sensing data sets show that our proposed multi-level perception network presents a superior performance in building extraction tasks.",2
Classifying Building Roof Damage Using High Resolution Imagery for Disaster Recovery,"Gonsoroski, Elaina; Ahn, Yoonjung; Harville, Emily W.; Countess, Nathaniel; Lichtveld, Maureen Y.; Pan, Ke; Beitsch, Leslie; Sherchan, Samendra P.; Uejio, Christopher K.",pp. 437-443(7),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00008;jsessionid=4w3rleetoihvp.x-ic-live-03,"Post-hurricane damage assessments are often costly and time-consuming. Remotely sensed data provides a complementary method of data collection that can be completed comparatively quickly and at relatively low cost. This study focuses on 15 Florida counties impacted by Hurricane Michael (2018), which had category 5 strength winds at landfall. The present study evaluates the ability of aerial imagery collected to cost-effectively measure blue tarps on buildings for disaster impact and recovery. A support vector machine model classified blue tarp, and parcels received a damage indicator based on the model's prediction. The model had an overall accuracy of 85.3% with a sensitivity of 74% and a specificity of 96.7%. The model results indicated approximately 7% of all parcels (27 926 residential and 4431 commercial parcels) in the study area as having blue tarp present. The study results may benefit jurisdictions that lacked financial resources to conduct on-the-ground damage assessments.",
Estimation of the Forest Stand Biomass and Greenhouse Gas Emissions Using Lidar Surveys,"Sultanova, Rida; Mustafin, Radik",pp. 445-454(10),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000007/art00009;jsessionid=4w3rleetoihvp.x-ic-live-03,"At the research points, the relationship between the Normalized Difference Vegetation and Normalized Green Red Difference indices is characterized by a determination coefficient equal to 0.52. The estimation of the emission of carbon dioxide and nitrogen oxide in the forest air at an altitude of 40 m above the level of the soil cover during the growing season showed differences in their values during the daytime and at night. The results helped determine promising methods of inventory of the carbon landfill forest area for aboveground woody biomass assessment based on data obtained from several sources and land forest estimation research. The research involved: 1) integration of an unmanned aerial vehicle -based digital camera and lidar sensors in order to optimize the efficiency and cost of data collection; 2) taking advantage of high-resolution aerial photographs and sparse lidar point clouds using an information fusion approach and the ability to compensate for their shortcomings.",
3D Scene Modeling Method and Feasibility Analysis of River Water-Land Integration,"Ruan, Xiaoguang; Yang, Fanghao; Guo, Meijing; Zou, Chao",pp. 353-359(7),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00008;jsessionid=1hy72z2x3l2x2.x-ic-live-01,"Aiming at the problem of rapid construction of a river three-dimensional 3D scene, this article integrates remote sensing, 3D modeling, and CityEngine technology to construct a 3D scene model reconstruction method of river water-land integration. The method includes intelligent extraction of underwater topography, refined modeling of hydraulic structures, and construction of a water-land integrated real scene model. Based on this method, the high-fidelity land-underwater seamless digital terrain and the water-land 3D real scene models can be formed. Through experiments, the feasibility and limitations of this method are verified. It can effectively extract the shallow underwater terrain of inland rivers, and the overall accuracy of the study area is less than 2 m. The performance of the seamless fusion 3D terrain is better than the public digital elevation model data set. In the inland basin of Class I to II water quality, it can meet the needs of intelligent perception of a river- and lake-integrated 3D scene model.",
High-Resolution Aerosol Optical Depth Retrieval in Urban Areas Based on Sentinel-2,"Chen, Yunping; Yang, Yue; Hou, Lei; Yang, Kangzhuo; Yu, Jiaxiang; Sun, Yuan",pp. 361-371(11),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00010;jsessionid=1hy72z2x3l2x2.x-ic-live-01,"In this paper, an improved aerosol optical depth (AOD ) retrieval algorithm is proposed based on Sentinel-2 and AErosol RObotic NETwork (AERONET ) data. The surface reflectance for AOD retrieval was estimated from the image that had minimal aerosol contamination in a temporal window determined by AERONET data. Validation of the Sentinel-2 AOD retrievals was conducted against four Aerosol Robotic Network (AERONET ) sites located in Beijing. The results show that the Sentinel-2 AOD retrievals are highly consistent with the AERONET AOD measurements (R = 0.942), with 85.56% falling within the expected error. The mean absolute error and the root-mean-square error are 0.0688 and 0.0882, respectively. In addition, the AOD distribution map obtained by this algorithm well reflects the fine-spatial-resolution changes in AOD distribution. These results suggest that the improved high-resolution AOD retrieval algorithm is robust and has the potential advantage of retrieving high-resolution AOD over urban areas.",2
Change Detection in SAR Images through Clustering Fusion Algorithm and Deep Neural Networks,"Lin, Zhikang; Liu, Wei; Wang, Yulong; Xu, Yan; Niu, Chaoyang",pp. 373-384(12),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00011;jsessionid=1hy72z2x3l2x2.x-ic-live-01,"The detection of changes in synthetic aperture radar (SAR) images based on deep learning has been widely used in landslides detection, flood disaster monitoring, and other fields of change detection due to its high classification accuracy. However, the inherent speckle noise in SAR images restricts the performance of existing SAR image change detection algorithms by clustering analysis. Therefore, this paper proposes a novel method for SAR image change detection based on clustering fusion and deep neural networks. We first used hierarchical fuzzy c-means clustering (HFCM ) to process two different images to obtain HFCM classification results. Then a fusion strategy is designed to obtain the fused image from the two HFCM classified images as the pre-classification result. Furthermore, a lightweight deep neural network com posed of a decomposition convolution module and an auxiliary classification module was proposed; the former module could reduce network parameters by 28%, and the latter could reduce network parameters by 33.3%. To improve the recognition performance of the network, the classification layer was replaced by the regression layer at the outcome of the network. By comparing the experiments of different methods on five data sets, the performance of our proposed method is superior.",
Strategies for Forest Height Estimation by High-Precision DEM Combined with Short-Wavelength PolInSAR TanDEM-X,"Luo, Hongbin; Zhang, Wanqiu; Yue, Cairong; Chen, Si",pp. 385-392(8),Open Access content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000006/art00012;jsessionid=1hy72z2x3l2x2.x-ic-live-01,"The purpose of this article is to explore forest height estimation strategies using topographic data (DEM) combined with TanDEM-X while comparing the effect of volume scattering complex coherence selection on forest height estimation in the traditional random volume over ground (RVoG) three-stage algorithm. In this study, four experimental strategies were designed for comparison based on TanDEM-X polarized interferometric synthetic aperture radar (PolInSAR) data, TanDEM-DEM, and 42 field-measured data. Our results show that in the RVoG model, (1) a reference ground phase to select the volume scattering complex coherence provides greater accuracy in determining forest height, (2) forest height estimation can be achieved by directly using DEM as ground phase information without relying on model solving and obtaining a more accurate forest height than TanDEM-X alone, and (3) the highest estimation accuracy is obtained by using DEM as coherence information among all schemes. Although the difference in forest height estimation results is not significant in this study, it still proves that the forest height estimation strategy of high-precision DEM combined with short-wavelength PolInSAR can not only improve the forest height estimation accuracy but also simplify the solving process of the RVoG model, which is an important reference for global forest parameter estimation and ecosystem detection based on spaceborne PolInSAR.",
Call forPE&RSSpecial Issue Submissions Special Issue on the Scholarship and Impacts of Professor Nina S. N. Lam,,pp. 269-269(1),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00004;jsessionid=3n3a18g7jl9hf.x-ic-live-01,No Abstract,
Automatic Satellite Images Orthorectification Using K–Means Based Cascaded Meta-Heuristic Algorithm,"Mezouar, Oussama; Meskine, Fatiha; Boukerch, Issam",pp. 291-299(9),Subscribed content,https://www.ingentaconnect.com/contentone/asprs/pers/2023/00000089/00000005/art00010;jsessionid=3n3a18g7jl9hf.x-ic-live-01,"Orthorectification of high-resolution satellite images using a terrain- dependent rational function model (RFM) is a difficult task requiring a well-distributed set of ground control points (GCPs), which is often time-consuming and costly operation. Further, RFM is sensitive to over-parameterization due to its many coefficients, which have no physical meaning. Optimization-based meta-heuristic algorithms ap- pear to be an efficient solution to overcome these limitations. This pa- per presents a complete automated RFM terrain-dependent orthorec- tification for satellite images. The proposed method has two parts; the first part suggests automating the GCP extraction by combing Scale- Invariant Feature Transform and Speeded Up Robust Features algo- rithms; and the second part introduces the cascaded meta-heuristic al- gorithm using genetic algorithms and particle swarm optimization. In this stage, a modified K-means clustering selection technique was used to support the proposed algorithm for finding the best combinations of GCPs and RFM coefficients. The obtained results are promising in terms of accuracy and stability compared to other literature methods.",2
