"Month","Item Title","Item Type","DOI","Parent Title","Parent Type","Proprietary ID","ISSN","e-ISSN","ISBN","e-ISBN","Year","Volume","Issue","Total Downloads","Article Downloads","Preprint Downloads","PDF Downloads","HTML Downloads","Subscriber Downloads","Free Downloads","Open Access Downloads","Free Trial","Total Abstract Views","Article Abstract Views","Preprint Abstract Views","Publisher"
"2024/10","Groundwater Seepage Face Mapping with UAS-Based Thermography and Full Motion Video","Article","10.14358/pers.88.12.746","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","12","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","5","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","12","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","8","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News & New ASPRS Members — Join us in welcoming our newest members to ASPRS","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","7","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News — 2023 ASPRS Election Results","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","1","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News: New ASPRS Members – Join us in welcoming our newest members to ASPRS.","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","4","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News—2022 ASPRS Annual Election","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","12","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Headquarters News—ASPRS Estes Teaching Excellence Award: Call for Nominations — New ASPRS Members Join us in welcoming our newest members to ASPRS.","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","10","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Heliport Detection Using Artificial Neural Networks","Article","10.14358/pers.86.9.541","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","High-Resolution Aerosol Optical Depth Retrieval in Urban Areas Based on Sentinel-2","Article","10.14358/pers.22-00122r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","6","6","6","0","6","0","0","0","6","0","16","16","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","History of Laser Scanning, Part 2: The Later Phase of Industrial and Heritage Applications","Article","10.14358/pers.86.8.479","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","8","5","5","0","5","0","0","0","5","0","22","22","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","How to Gain Clearer Visibility into Dynamic Coastal Environments","Article","10.14358/pers.88.10.617","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","10","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Hydrological Topography Data Set (HTD)— the Data Set for High Resolution 2D Urban Flood Modeling","Article","10.14358/pers.20-00115r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","7","8","8","0","8","0","0","0","8","0","19","19","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Hyperspectral Narrowband Data Propel Gigantic Leap in the Earth Remote Sensing","Article","10.14358/pers.87.7.461","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","7","1","1","0","1","0","0","0","1","0","9","9","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Hyperspectral Reflectance Assessment for Preliminary Identification of Degraded Soil Zones in Industrial Sites, India","Article","10.14358/pers.24-00005r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","8","1","1","0","1","0","1","0","0","0","39","39","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","I2-FaçadeNet: An Illumination-invariant Façade Recognition Network Leveraging Sparsely Gated Mixture of Multi-color Space Experts for Aerial Oblique Imagery","Article","10.14358/pers.23-00033r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","1","1","1","0","1","0","1","0","0","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","IMU and Bluetooth Data Fusion to Achieve Submeter Position Accuracy in Indoor Positioning","Article","10.14358/pers.23-00034r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","12","2","2","0","2","0","2","0","0","0","20","20","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","IN-PRESS ARTICLES","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","10","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Identification of Critical Urban Clusters for Placating Urban Heat Island Effects over Fast-Growing Tropical City Regions: Estimating the Contribution of Different City Sizes in Escalating UHI Intensity","Article","10.14358/pers.23-00009r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","11","1","1","0","1","0","1","0","0","0","35","35","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Identification of Drought Events in Major Basins of Africa from GRACE Total Water Storage and Modeled Products","Article","10.14358/pers.22-00092r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","4","3","3","0","3","0","0","0","3","0","35","35","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Identifying the Driving Factors of Urban Land Surface Temperature","Article","10.14358/pers.21-00043r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","4","1","1","0","1","0","0","0","1","0","21","21","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Image Processing and Data Analysis with ERDAS IMAGINE","Article","10.14358/pers.86.10.597","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","10","1","1","0","1","0","0","0","1","0","21","21","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Impact of Spatial Configuration of Urban Green Space and Urban Impervious Surface on Land Surface Temperature: A Multi-Grid Perspective","Article","10.14358/pers.21-00034r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","9","7","7","0","7","0","0","0","7","0","38","38","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Improved Crop Classification with Rotation Knowledge using Sentinel-1 and -2 Time Series","Article","10.14358/pers.86.7.431","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","7","6","6","0","6","0","0","0","6","0","38","38","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Improved Depth Estimation for Occlusion Scenes Using a Light-Field Camera","Article","10.14358/pers.86.7.443","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","7","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Improving Component Substitution Pan-Sharpening Through Refinement of the Injection Detail","Article","10.14358/pers.86.5.317","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","5","2","2","0","2","0","0","0","2","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Improving Land Cover Classification Over a Large Coastal City Through Stacked Generalization with Filtered Training Samples","Article","10.14358/pers.21-00035r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","7","0","0","0","0","0","0","0","0","0","26","26","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Improving Remote Sensing Multiple Classification by Data and Ensemble Selection","Article","10.14358/pers.20-00071r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","11","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Improving Urban Land Cover Mapping with the Fusion of Optical and SAR Data Based on Feature Selection Strategy","Article","10.14358/pers.21-00030r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","1","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Interview Corey Ochsman, ASPRS Rising Star Program Recipient","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","2","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","4","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","8","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","6","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam –Michael S. Renslow","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","3","0","0","0","0","0","0","0","0","0","8","8","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In MemoriamDavid Allen Landgrebe","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","1","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In MemoriamRalph Winston Kiefer 1934-2019","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","12","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam–Lyman J. Ladner","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","2","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam— J. Ronald Eyton: 1942-2022","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","5","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam—Charles E. Chuck Olson","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam—Friedrich Ackermann: 1929-2021","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","2","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam—George Erio","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In Memoriam—John Dwyer","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","6","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","4","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","3","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","10","1","1","0","1","0","0","0","1","0","56","56","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","9","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press PE&RS Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","2","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press PE&RS Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","8","1","1","0","1","0","0","0","1","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press PE&RS Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","11","4","4","0","4","0","1","0","3","0","14","14","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","In-Press PE&RS Articles","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Incorporation of Digital Elevation Model, Normalized Difference Vegetation Index, and Landsat-8 Data for Land Use Land Cover Mapping","Article","10.14358/pers.21-00082r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","8","4","4","0","4","0","0","0","4","0","26","26","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","1","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","3","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","6","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","7","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","8","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2020","86","12","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","3","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","4","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","5","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","6","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","8","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","9","0","0","0","0","0","0","0","0","0","5","5","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","12","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","3","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","7","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","8","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","12","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","1","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","2","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","3","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","4","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","6","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","7","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","8","1","1","0","1","0","0","0","1","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","9","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","11","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","12","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","1","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","2","1","1","0","1","0","0","0","1","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","3","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","4","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","5","0","0","0","0","0","0","0","0","0","3","3","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","6","0","0","0","0","0","0","0","0","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","7","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","8","1","1","0","1","0","0","0","1","0","4","4","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","9","0","0","0","0","0","0","0","0","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","10","1","1","0","1","0","0","0","1","0","60","60","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Industry News","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","11","2","2","0","2","0","0","2","0","0","10","10","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","IndustryNews","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","10","0","0","0","0","0","0","0","0","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Information Extraction from High-Resolution Remote Sensing Images Based on Multi-Scale Segmentation and Case-Based Reasoning","Article","10.14358/pers.20-00104r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","3","1","1","0","1","0","0","0","1","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Innovative Methods for Geospatial Data using Remote Sensing and GIS","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","6","0","0","0","0","0","0","0","0","0","7","7","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Introduction for Innovative Methods for Geospatial Data Using Remote Sensing and GIS","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","9","5","5","0","5","0","0","0","5","0","16","16","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Introduction for Innovative Methods for Geospatial Data using Remote Sensing and GIS ‐ Part II","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","12","1","1","0","1","0","0","0","1","0","6","6","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Introduction to Pointcloudmetry by Mathias Lemmens","Article","10.14358/pers.90.2.81","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","2","3","3","0","3","0","0","0","3","0","19","19","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Inversion of Solar-Induced Chlorophyll Fluorescence Using Polarization Measurements of Vegetation","Article","10.14358/pers.87.5.331","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","5","1","1","0","1","0","0","0","1","0","12","12","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Investigation of Underwater Photogrammetry Method with Cost-Effective Action Cameras and Comparative Analysis between Reconstructed 3D Point Clouds","Article","10.14358/pers.23-00042r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","4","12","12","0","12","0","2","0","10","0","58","58","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Jamaica","Article","10.14358/pers.87.5.323","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","5","0","0","0","0","0","0","0","0","0","2","2","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Join Us in Welcoming ASPRS' Newest Sustaining Member, Nearmap!","Article","","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","9","1","1","0","1","0","0","0","1","0","1","1","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Lake Water Footprint Determination Using Linear Clustering-based Algorithm and Lake Water Changes in the Tibetan Plateau from 2002 to 2020","Article","10.14358/pers.21-00047r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","6","1","1","0","1","0","0","0","1","0","22","22","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Land Use Change in the Yangtze River Economic Belt during 2010 to 2020 and Future Comprehensive Prediction Based on Markov and ARIMA Models","Article","10.14358/pers.22-00132r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2024","90","6","1","1","0","1","0","1","0","0","0","36","36","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Landsat's Enduring Legacy: Pioneering Global Land Observations From Space","Article","10.14358/pers.88.6.357","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2022","88","6","4","4","0","4","0","0","0","4","0","13","13","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Least Squares Adjustment with a Rank-Deficient Weight Matrix and Its Applicability to Image/Lidar Data Processing","Article","10.14358/pers.20-00081r3","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2021","87","10","2","2","0","2","0","0","0","2","0","33","33","0","American Society for Photogrammetry and Remote Sensing"
"2024/10","Leveraging NAIP Imagery for Accurate Large-Area Land Use/land Cover Mapping: A Case Study in Central Texas","Article","10.14358/pers.22-00123r2","Photogrammetric Engineering & Remote Sensing","Journal","","0099-1112","","","","2023","89","9","7","7","0","7","0","0","0","7","0","49","49","0","American Society for Photogrammetry and Remote Sensing"
